Date,Open,High,Low,Close,Adj Close,Volume
2023-11-13,117.510002,119.860001,117.401001,119.150002,119.150002,3408800
2023-11-14,122.355003,127.120003,121.510002,126.680000,126.680000,8405200
2023-11-15,128.000000,131.619995,127.060997,128.350006,128.350006,6851400
2023-11-16,127.120003,128.399994,125.309998,126.279999,126.279999,4177300
2023-11-17,126.650002,127.970001,125.449997,127.150002,127.150002,3795700
2023-11-20,127.400002,130.949997,127.010002,129.699997,129.699997,4634600
2023-11-21,128.000000,128.050003,124.930000,126.820000,126.820000,4587100
2023-11-22,127.750000,130.580002,127.709999,129.039993,129.039993,3973900
2023-11-24,129.050003,129.589996,127.779999,128.369995,128.369995,2058900
2023-11-27,127.500000,129.559998,125.849998,129.000000,129.000000,4408400
2023-11-28,128.789993,129.539993,125.849998,127.559998,127.559998,4024400
2023-11-29,127.000000,129.582993,126.059998,126.480003,126.480003,4615400
2023-11-30,127.000000,128.130005,125.084999,126.339996,126.339996,5956300
2023-12-01,125.500000,135.419998,125.400002,135.020004,135.020004,7419200
2023-12-04,134.000000,136.750000,132.720001,133.699997,133.699997,5263400
2023-12-05,132.679993,135.705002,132.660004,133.710007,133.710007,4202200
2023-12-06,135.589996,138.479996,135.139999,135.309998,135.309998,4932000
2023-12-07,135.509995,141.160004,135.429993,139.839996,139.839996,7108600
2023-12-08,138.190002,141.539993,137.800003,140.679993,140.679993,4410400
2023-12-11,141.360001,144.500000,140.850006,142.910004,142.910004,4560500
2023-12-12,137.899994,141.059998,137.580002,140.550003,140.550003,6823200
2023-12-13,142.949997,144.940002,140.339996,144.509995,144.509995,6673900
2023-12-14,145.000000,149.919998,144.979996,147.259995,147.259995,9568600
2023-12-15,147.259995,148.729996,145.860001,146.600006,146.600006,7771000
2023-12-18,147.160004,148.460007,146.119995,147.500000,147.500000,4175200
2023-12-19,147.500000,148.610001,146.679993,146.910004,146.910004,5090400
2023-12-20,146.500000,146.500000,140.649994,141.070007,141.070007,5718000
2023-12-21,142.369995,143.490005,140.309998,142.089996,142.089996,3318500
2023-12-22,141.880005,142.509995,139.729996,140.800003,140.800003,2936100
2023-12-26,141.000000,141.000000,137.770004,138.720001,138.720001,4384800
2023-12-27,139.134995,139.134995,136.050003,136.550003,136.550003,3989600
2023-12-28,136.550003,137.190002,135.695007,137.000000,137.000000,2770800
2023-12-29,136.710007,137.869995,135.429993,136.139999,136.139999,3074100
2024-01-02,134.429993,135.600006,133.339996,134.479996,134.479996,3485200
2024-01-03,132.710007,134.539993,130.820007,133.419998,133.419998,4266600
2024-01-04,132.860001,137.033997,132.500000,133.720001,133.720001,4056900
2024-01-05,134.250000,136.649994,133.895004,135.979996,135.979996,4004600
2024-01-08,137.309998,140.250000,136.610001,140.080002,140.080002,4179700
2024-01-09,138.520004,139.539993,137.789993,139.529999,139.529999,3560900
2024-01-10,139.199997,140.824997,138.699997,139.759995,139.759995,2492700
2024-01-11,140.710007,141.199997,137.550003,139.449997,139.449997,2383500
2024-01-12,139.350006,140.990005,137.130005,137.139999,137.139999,2480600
2024-01-16,135.899994,136.000000,133.669998,135.020004,135.020004,5514800
2024-01-17,132.839996,135.089996,131.100006,134.979996,134.979996,3039700
2024-01-18,137.000000,139.535004,135.225006,137.039993,137.039993,5273000
2024-01-19,138.600006,140.285004,136.320007,139.929993,139.929993,4085300
2024-01-22,141.154999,144.050003,140.899994,142.009995,142.009995,4482900
2024-01-23,142.750000,143.929993,140.520004,142.300003,142.300003,3882100
2024-01-24,143.809998,144.100006,139.580002,141.190002,141.190002,4857200
2024-01-25,143.199997,143.289993,140.367996,142.110001,142.110001,3677500
2024-01-26,142.110001,151.529999,141.490005,149.619995,149.619995,11342600
2024-01-29,150.000000,153.380005,148.539993,152.699997,152.699997,5316300
2024-01-30,150.539993,151.029999,148.679993,149.440002,149.440002,3884000
2024-01-31,148.645004,148.740005,143.919998,144.139999,144.139999,4126600
2024-02-01,144.800003,146.850006,143.649994,146.490005,146.490005,3416700
2024-02-02,143.990005,148.080002,141.240005,146.550003,146.550003,4251800
2024-02-05,146.089996,146.399994,142.679993,144.779999,144.779999,3010900
2024-02-06,145.100006,145.130005,142.951996,144.529999,144.529999,3697600
2024-02-07,145.119995,148.770004,143.860001,147.550003,147.550003,4214100
2024-02-08,149.250000,150.669998,148.059998,150.539993,150.539993,3508300
2024-02-09,145.839996,148.679993,145.179993,147.595001,147.595001,5004300
