Date,Open,High,Low,Close,Adj Close,Volume
2023-02-13,110.000000,144.630005,109.809998,131.600006,131.600006,87376600
2023-02-20,129.770004,132.850006,120.191002,122.779999,122.779999,24511000
2023-02-27,123.949997,126.384003,119.360001,125.730003,125.730003,26560200
2023-03-06,126.355003,130.850006,115.849998,118.300003,118.300003,25576600
2023-03-13,115.722000,120.059998,111.510002,118.150002,118.150002,30209000
2023-03-20,118.059998,125.430000,115.389999,116.919998,116.919998,21662600
2023-03-27,117.989998,125.940002,116.014999,124.400002,124.400002,19443800
2023-04-03,123.000000,123.089996,107.660004,109.690002,109.690002,28717000
2023-04-10,108.690002,115.839996,108.400002,114.650002,114.650002,23613800
2023-04-17,115.419998,121.320000,112.019997,115.500000,115.500000,25486500
2023-04-24,115.529999,120.470001,112.287003,119.669998,119.669998,19359500
2023-05-01,119.260002,122.650002,116.180000,119.900002,119.900002,24938800
2023-05-08,123.160004,128.960007,104.209999,105.275002,105.275002,84064000
2023-05-15,105.059998,112.339996,103.550003,107.379997,107.379997,33965300
2023-05-22,106.260002,110.730003,103.739998,106.809998,106.809998,28732600
2023-05-29,107.724998,118.449997,103.739998,118.059998,118.059998,32489300
2023-06-05,115.120003,122.739998,112.315002,117.860001,117.860001,29847600
2023-06-12,119.364998,129.199997,118.879997,128.679993,128.679993,31341900
2023-06-19,126.370003,129.259995,124.000000,124.730003,124.730003,19825200
2023-06-26,122.900002,131.880005,122.800003,128.160004,128.160004,23126000
2023-07-03,129.279999,134.270004,126.059998,130.320007,130.320007,15313400
2023-07-10,130.179993,143.570007,128.770004,143.339996,143.339996,31710100
2023-07-17,142.289993,149.990005,142.289993,148.770004,148.770004,30890100
2023-07-24,147.059998,154.490005,144.179993,153.330002,153.330002,22135900
2023-07-31,153.860001,154.949997,137.619995,140.169998,140.169998,36066000
2023-08-07,142.000000,144.000000,131.699997,133.679993,133.679993,19964400
2023-08-14,133.559998,133.789993,123.379997,125.059998,125.059998,20497500
2023-08-21,126.154999,129.184998,123.489998,125.790001,125.790001,19823400
2023-08-28,127.000000,134.500000,124.949997,132.690002,132.690002,20959900
2023-09-04,141.149994,146.850006,139.009995,145.820007,145.820007,45422000
2023-09-11,146.220001,151.154999,141.690002,142.750000,142.750000,105566900
2023-09-18,141.929993,144.399994,131.119995,132.199997,132.199997,32007300
2023-09-25,130.800003,141.074997,130.800003,137.210007,137.210007,20959800
2023-10-02,136.550003,138.000000,121.669998,126.360001,126.360001,31113300
2023-10-09,124.000000,132.779999,121.809998,124.080002,124.080002,22613000
2023-10-16,125.190002,126.779999,116.080002,116.489998,116.489998,20447400
2023-10-23,116.480003,123.169998,113.235001,114.089996,114.089996,24357700
2023-10-30,117.150002,123.449997,114.099998,122.639999,122.639999,42270600
2023-11-06,123.214996,123.930000,114.169998,118.150002,118.150002,30973000
2023-11-13,117.510002,131.619995,117.401001,127.150002,127.150002,26638400
2023-11-20,127.400002,130.949997,124.930000,128.369995,128.369995,15254500
2023-11-27,127.500000,135.419998,125.084999,135.020004,135.020004,26423700
2023-12-04,134.000000,141.539993,132.660004,140.679993,140.679993,25916600
2023-12-11,141.360001,149.919998,137.580002,146.600006,146.600006,35397200
2023-12-18,147.160004,148.610001,139.729996,140.800003,140.800003,21238200
2023-12-25,141.000000,141.000000,135.429993,136.139999,136.139999,14219300
2024-01-01,134.429993,137.033997,130.820007,135.979996,135.979996,15813300
2024-01-08,137.309998,141.199997,136.610001,137.139999,137.139999,15097400
2024-01-15,135.899994,140.285004,131.100006,139.929993,139.929993,17912800
2024-01-22,141.154999,151.529999,139.580002,149.619995,149.619995,28242300
2024-01-29,150.000000,153.380005,141.240005,146.550003,146.550003,20995400
2024-02-05,146.089996,150.669998,142.679993,147.595001,147.595001,19435200
2024-02-12,148.679993,157.345001,148.339996,153.800003,153.800003,7888900
