Date,Open,High,Low,Close,Adj Close,Volume
2023-03-01,122.375000,130.850006,111.510002,124.400002,124.400002,111123700
2023-04-01,123.000000,123.089996,107.660004,119.669998,119.669998,97176800
2023-05-01,119.260002,128.960007,103.550003,109.769997,109.769997,187423900
2023-06-01,109.839996,131.880005,109.110001,128.160004,128.160004,120906800
2023-07-01,129.279999,154.949997,126.059998,152.190002,152.190002,104506800
2023-08-01,149.619995,150.419998,123.379997,131.550003,131.550003,108435600
2023-09-01,133.699997,151.154999,130.800003,137.210007,137.210007,208374300
2023-10-01,136.550003,138.000000,113.235001,118.290001,118.290001,108396800
2023-11-01,118.250000,131.619995,114.099998,126.339996,126.339996,124275600
2023-12-01,125.500000,149.919998,125.400002,136.139999,136.139999,104190500
2024-01-01,134.429993,153.380005,130.820007,144.139999,144.139999,90392700
2024-02-01,144.800003,157.345001,141.240005,153.800003,153.800003,34992600
2024-02-13,148.679993,150.651901,148.580002,149.865005,149.865005,613676
